"SiteUrl","Title","Id","ItemCount","Hidden","BaseTemplate","RootFolder","FieldCount","ViewCount","OutputPath"
"https://indra365.sharepoint.com/sites/Grp_T_DN_Transformacao_Digital","Tarefas","36d78ca1-1f60-4dd3-a4d5-5c94b89969e9","16","False","100","/sites/Grp_T_DN_Transformacao_Digital/Lists/Tarefas","102","4",".planning\comms\aq07_power_automate_build_20260515\read_only_discovery_20260515\sharepoint_tarefas_schema\Tarefas"
